pan, gain, left, right
24, 99, 0.984, 0.815
25, 0, 0.0, 0.0
25, 2, 0.0, 0.0
25, 3, 0.0, 0.0
25, 4, 0.0, 0.0
25, 5, 0.0, 0.0
25, 6, 0.0, 0.0
25, 7, 0.0, 0.0
25, 8, 0.0, 0.0
25, 9, 0.0, 0.0
25, 10, 0.0, 0.0
25, 11, 0.0, 0.0
25, 12, 0.0, 0.0
25, 13, 0.0, 0.0
25, 14, 0.0, 0.0
25, 15, 0.0, 0.0
25, 16, 0.202, 0.0
25, 17, 0.202, 0.0
25, 18, 0.202, 0.0
25, 19, 0.202, 0.0
25, 20, 0.202, 0.0
25, 21, 0.202, 0.0
25, 22, 0.202, 0.0
25, 23, 0.265, 0.0
25, 24, 0.265, 0.202
25, 25, 0.265, 0.202
25, 26, 0.265, 0.202
25, 27, 0.265, 0.202
25, 28, 0.301, 0.202
25, 29, 0.301, 0.202
25, 30, 0.301, 0.202
25, 31, 0.326, 0.202
25, 32, 0.326, 0.265
25, 33, 0.347, 0.265
25, 34, 0.347, 0.265
25, 35, 0.362, 0.265
25, 36, 0.362, 0.301
25, 37, 0.377, 0.301
25, 38, 0.389, 0.301
25, 39, 0.398, 0.326
25, 40, 0.408, 0.326
25, 41, 0.418, 0.347
25, 42, 0.425, 0.347
25, 43, 0.432, 0.362
25, 44, 0.439, 0.362
25, 45, 0.452, 0.377
25, 46, 0.461, 0.389
25, 47, 0.466, 0.398
25, 48, 0.476, 0.408
25, 49, 0.488, 0.418
25, 50, 0.495, 0.425
25, 51, 0.511, 0.432
25, 52, 0.527, 0.439
25, 53, 0.533, 0.444
25, 54, 0.549, 0.452
25, 55, 0.56, 0.452
25, 56, 0.565, 0.456
25, 57, 0.571, 0.461
25, 58, 0.582, 0.466
25, 59, 0.592, 0.471
25, 60, 0.603, 0.476
25, 61, 0.614, 0.478
25, 62, 0.62, 0.483
25, 63, 0.636, 0.488
25, 64, 0.641, 0.495
25, 65, 0.652, 0.498
25, 66, 0.663, 0.5
25, 67, 0.668, 0.516
25, 68, 0.679, 0.522
25, 69, 0.69, 0.527
25, 70, 0.701, 0.538
25, 71, 0.712, 0.554
25, 72, 0.717, 0.565
25, 73, 0.728, 0.571
25, 74, 0.739, 0.582
25, 75, 0.75, 0.592
25, 76, 0.761, 0.603
25, 77, 0.766, 0.609
25, 78, 0.777, 0.62
25, 79, 0.788, 0.63
25, 80, 0.799, 0.641
25, 81, 0.804, 0.647
25, 82, 0.815, 0.658
25, 83, 0.826, 0.668
25, 84, 0.837, 0.679
25, 85, 0.848, 0.69
25, 86, 0.853, 0.696
25, 87, 0.864, 0.707
25, 88, 0.875, 0.717
25, 89, 0.886, 0.728
25, 90, 0.897, 0.734
25, 91, 0.902, 0.745
25, 92, 0.913, 0.755
25, 93, 0.924, 0.766
25, 94, 0.935, 0.772
25, 95, 0.946, 0.783
25, 96, 0.951, 0.793
25, 97, 0.962, 0.804
25, 98, 0.967, 0.815
25, 99, 0.978, 0.821
26, 0, 0.0, 0.0
26, 2, 0.0, 0.0
26, 3, 0.0, 0.0
26, 4, 0.0, 0.0
26, 5, 0.0, 0.0
26, 6, 0.0, 0.0
26, 7, 0.0, 0.0
26, 8, 0.0, 0.0
26, 9, 0.0, 0.0
26, 10, 0.0, 0.0
26, 11, 0.0, 0.0
26, 12, 0.0, 0.0
26, 13, 0.0, 0.0
26, 14, 0.0, 0.0
26, 15, 0.0, 0.0
26, 16, 0.202, 0.0
26, 17, 0.202, 0.0
26, 18, 0.202, 0.0
26, 19, 0.202, 0.0
26, 20, 0.202, 0.0
26, 21, 0.202, 0.0
26, 22, 0.202, 0.0
26, 23, 0.265, 0.0
26, 24, 0.265, 0.202
26, 25, 0.265, 0.202
26, 26, 0.265, 0.202
26, 27, 0.265, 0.202
26, 28, 0.301, 0.202
26, 29, 0.301, 0.202
26, 30, 0.301, 0.202
26, 31, 0.326, 0.265
26, 32, 0.326, 0.265
26, 33, 0.347, 0.265
26, 34, 0.347, 0.265
26, 35, 0.362, 0.301
26, 36, 0.362, 0.301
26, 37, 0.377, 0.301
26, 38, 0.389, 0.301
26, 39, 0.398, 0.326
26, 40, 0.408, 0.326
26, 41, 0.418, 0.347
26, 42, 0.425, 0.347
26, 43, 0.432, 0.362
26, 44, 0.439, 0.377
26, 45, 0.452, 0.377
26, 46, 0.456, 0.389
26, 47, 0.466, 0.398
26, 48, 0.476, 0.408
26, 49, 0.483, 0.418
26, 50, 0.495, 0.425
26, 51, 0.5, 0.432
26, 52, 0.522, 0.444
26, 53, 0.533, 0.444
26, 54, 0.549, 0.452
26, 55, 0.554, 0.456
26, 56, 0.565, 0.461
26, 57, 0.571, 0.466
26, 58, 0.582, 0.471
26, 59, 0.592, 0.476
26, 60, 0.603, 0.478
26, 61, 0.614, 0.483
26, 62, 0.62, 0.488
26, 63, 0.636, 0.49
26, 64, 0.641, 0.495
26, 65, 0.652, 0.5
26, 66, 0.663, 0.511
26, 67, 0.668, 0.522
26, 68, 0.679, 0.527
26, 69, 0.69, 0.538
26, 70, 0.701, 0.549
26, 71, 0.712, 0.56
26, 72, 0.717, 0.571
26, 73, 0.728, 0.576
26, 74, 0.739, 0.587
26, 75, 0.745, 0.598
26, 76, 0.755, 0.603
26, 77, 0.766, 0.62
26, 78, 0.777, 0.625
26, 79, 0.788, 0.636
26, 80, 0.793, 0.647
26, 81, 0.804, 0.652
26, 82, 0.815, 0.663
26, 83, 0.826, 0.674
26, 84, 0.837, 0.685
26, 85, 0.842, 0.696
26, 86, 0.853, 0.707
26, 87, 0.864, 0.712
26, 88, 0.875, 0.723
26, 89, 0.88, 0.734
26, 90, 0.891, 0.745
26, 91, 0.902, 0.755
26, 92, 0.913, 0.761
26, 93, 0.924, 0.772
26, 94, 0.929, 0.783
26, 95, 0.94, 0.793
26, 96, 0.951, 0.799
26, 97, 0.962, 0.81
26, 98, 0.967, 0.821
26, 99, 0.978, 0.832
27, 0, 0.0, 0.0
27, 2, 0.0, 0.0
27, 3, 0.0, 0.0
27, 4, 0.0, 0.0
27, 5, 0.0, 0.0
27, 6, 0.0, 0.0
27, 7, 0.0, 0.0
27, 8, 0.0, 0.0
27, 9, 0.0, 0.0
27, 10, 0.0, 0.0
27, 11, 0.0, 0.0
27, 12, 0.0, 0.0
27, 13, 0.0, 0.0
27, 14, 0.0, 0.0
27, 15, 0.0, 0.0
27, 16, 0.202, 0.0
27, 17, 0.202, 0.0
27, 18, 0.202, 0.0
27, 19, 0.202, 0.0
27, 20, 0.202, 0.0
27, 21, 0.202, 0.0
27, 22, 0.202, 0.0
27, 23, 0.265, 0.202
27, 24, 0.265, 0.202
27, 25, 0.265, 0.202
27, 26, 0.265, 0.202
27, 27, 0.265, 0.202
27, 28, 0.301, 0.202
27, 29, 0.301, 0.202
27, 30, 0.301, 0.202
27, 31, 0.326, 0.265
27, 32, 0.326, 0.265
27, 33, 0.347, 0.265
27, 34, 0.347, 0.265
27, 35, 0.362, 0.301
27, 36, 0.362, 0.301
27, 37, 0.377, 0.301
27, 38, 0.389, 0.326
27, 39, 0.398, 0.326
27, 40, 0.408, 0.326
27, 41, 0.418, 0.347
27, 42, 0.425, 0.362
27, 43, 0.432, 0.362
27, 44, 0.439, 0.377
27, 45, 0.452, 0.389
27, 46, 0.456, 0.389
27, 47, 0.466, 0.398
27, 48, 0.476, 0.408
27, 49, 0.483, 0.418
27, 50, 0.495, 0.425
27, 51, 0.5, 0.439
27, 52, 0.522, 0.444
27, 53, 0.533, 0.452
27, 54, 0.538, 0.456
27, 55, 0.554, 0.461
27, 56, 0.565, 0.461
27, 57, 0.571, 0.466
27, 58, 0.582, 0.471
27, 59, 0.592, 0.476
27, 60, 0.603, 0.478
27, 61, 0.609, 0.488
27, 62, 0.62, 0.49
27, 63, 0.63, 0.495
27, 64, 0.641, 0.498
27, 65, 0.647, 0.511
27, 66, 0.658, 0.516
27, 67, 0.668, 0.527
27, 68, 0.679, 0.533
27, 69, 0.69, 0.549
27, 70, 0.696, 0.56
27, 71, 0.707, 0.565
27, 72, 0.717, 0.571
27, 73, 0.728, 0.582
27, 74, 0.734, 0.592
27, 75, 0.745, 0.603
27, 76, 0.755, 0.614
27, 77, 0.766, 0.62
27, 78, 0.777, 0.636
27, 79, 0.783, 0.641
27, 80, 0.793, 0.652
27, 81, 0.804, 0.663
27, 82, 0.815, 0.668
27, 83, 0.826, 0.685
27, 84, 0.832, 0.69
27, 85, 0.842, 0.701
27, 86, 0.853, 0.712
27, 87, 0.864, 0.717
27, 88, 0.87, 0.728
27, 89, 0.88, 0.739
27, 90, 0.891, 0.75
27, 91, 0.902, 0.761
27, 92, 0.913, 0.766
27, 93, 0.918, 0.777
27, 94, 0.929, 0.788
27, 95, 0.94, 0.799
27, 96, 0.951, 0.81
27, 97, 0.957, 0.815
27, 98, 0.967, 0.826
27, 99, 0.978, 0.837
28, 0, 0.0, 0.0
28, 2, 0.0, 0.0
28, 3, 0.0, 0.0
28, 4, 0.0, 0.0
28, 5, 0.0, 0.0
28, 6, 0.0, 0.0
28, 7, 0.0, 0.0
28, 8, 0.0, 0.0
28, 9, 0.0, 0.0
28, 10, 0.0, 0.0
28, 11, 0.0, 0.0
28, 12, 0.0, 0.0
28, 13, 0.0, 0.0
28, 14, 0.0, 0.0
28, 15, 0.0, 0.0
28, 16, 0.202, 0.0
28, 17, 0.202, 0.0
28, 18, 0.202, 0.0
28, 19, 0.202, 0.0
28, 20, 0.202, 0.0
28, 21, 0.202, 0.0
28, 22, 0.202, 0.0
28, 23, 0.265, 0.202
28, 24, 0.265, 0.202
28, 25, 0.265, 0.202
28, 26, 0.265, 0.202
28, 27, 0.265, 0.202
28, 28, 0.301, 0.202
28, 29, 0.301, 0.202
28, 30, 0.301, 0.265
28, 31, 0.326, 0.265
28, 32, 0.326, 0.265
28, 33, 0.347, 0.265
28, 34, 0.347, 0.265
28, 35, 0.362, 0.301
28, 36, 0.362, 0.301
28, 37, 0.377, 0.301
28, 38, 0.389, 0.326
28, 39, 0.398, 0.326
28, 40, 0.398, 0.347
28, 41, 0.408, 0.347
28, 42, 0.425, 0.362
28, 43, 0.432, 0.362
28, 44, 0.439, 0.377
28, 45, 0.452, 0.389
28, 46, 0.456, 0.398
28, 47, 0.466, 0.398
28, 48, 0.476, 0.408
28, 49, 0.483, 0.425
28, 50, 0.49, 0.432
28, 51, 0.5, 0.439
28, 52, 0.522, 0.452
28, 53, 0.527, 0.452
28, 54, 0.538, 0.456
28, 55, 0.554, 0.461
28, 56, 0.56, 0.466
28, 57, 0.571, 0.471
28, 58, 0.576, 0.476
28, 59, 0.587, 0.478
28, 60, 0.603, 0.483
28, 61, 0.609, 0.488
28, 62, 0.62, 0.495
28, 63, 0.63, 0.498
28, 64, 0.636, 0.5
28, 65, 0.647, 0.516
28, 66, 0.658, 0.522
28, 67, 0.668, 0.533
28, 68, 0.679, 0.538
28, 69, 0.685, 0.554
28, 70, 0.696, 0.565
28, 71, 0.707, 0.571
28, 72, 0.717, 0.582
28, 73, 0.723, 0.592
28, 74, 0.734, 0.603
28, 75, 0.745, 0.609
28, 76, 0.755, 0.62
28, 77, 0.766, 0.63
28, 78, 0.772, 0.641
28, 79, 0.783, 0.647
28, 80, 0.793, 0.658
28, 81, 0.804, 0.668
28, 82, 0.815, 0.679
28, 83, 0.821, 0.69
28, 84, 0.832, 0.696
28, 85, 0.842, 0.707
28, 86, 0.853, 0.717
28, 87, 0.859, 0.728
28, 88, 0.87, 0.734
28, 89, 0.88, 0.745
28, 90, 0.891, 0.755
28, 91, 0.897, 0.766
28, 92, 0.908, 0.772
28, 93, 0.918, 0.783
28, 94, 0.929, 0.793
28, 95, 0.94, 0.804
28, 96, 0.946, 0.815
28, 97, 0.957, 0.821
28, 98, 0.967, 0.832
28, 99, 0.978, 0.842
29, 0, 0.0, 0.0
29, 2, 0.0, 0.0
29, 3, 0.0, 0.0
29, 4, 0.0, 0.0
29, 5, 0.0, 0.0
29, 6, 0.0, 0.0
29, 7, 0.0, 0.0
29, 8, 0.0, 0.0
29, 9, 0.0, 0.0
29, 10, 0.0, 0.0
29, 11, 0.0, 0.0
29, 12, 0.0, 0.0
29, 13, 0.0, 0.0
29, 14, 0.0, 0.0
29, 15, 0.0, 0.0
29, 16, 0.202, 0.0
29, 17, 0.202, 0.0
29, 18, 0.202, 0.0
29, 19, 0.202, 0.0
29, 20, 0.202, 0.0
29, 21, 0.202, 0.0
29, 22, 0.202, 0.0
29, 23, 0.202, 0.202
29, 24, 0.265, 0.202
29, 25, 0.265, 0.202
29, 26, 0.265, 0.202
29, 27, 0.265, 0.202
29, 28, 0.301, 0.202
29, 29, 0.301, 0.202
29, 30, 0.301, 0.265
29, 31, 0.326, 0.265
29, 32, 0.326, 0.265
29, 33, 0.347, 0.265
29, 34, 0.347, 0.265
29, 35, 0.362, 0.301
29, 36, 0.362, 0.301
29, 37, 0.377, 0.301
29, 38, 0.389, 0.326
29, 39, 0.389, 0.326
29, 40, 0.398, 0.347
29, 41, 0.408, 0.347
29, 42, 0.418, 0.362
29, 43, 0.432, 0.377
29, 44, 0.439, 0.377
29, 45, 0.444, 0.389
29, 46, 0.456, 0.398
29, 47, 0.466, 0.408
29, 48, 0.476, 0.418
29, 49, 0.483, 0.425
29, 50, 0.49, 0.432
29, 51, 0.5, 0.444
29, 52, 0.522, 0.452
29, 53, 0.527, 0.456
29, 54, 0.538, 0.461
29, 55, 0.549, 0.466
29, 56, 0.56, 0.471
29, 57, 0.571, 0.476
29, 58, 0.576, 0.478
29, 59, 0.587, 0.483
29, 60, 0.598, 0.488
29, 61, 0.603, 0.49
29, 62, 0.62, 0.495
29, 63, 0.625, 0.5
29, 64, 0.636, 0.511
29, 65, 0.647, 0.522
29, 66, 0.652, 0.527
29, 67, 0.663, 0.538
29, 68, 0.679, 0.549
29, 69, 0.685, 0.56
29, 70, 0.696, 0.571
29, 71, 0.707, 0.576
29, 72, 0.717, 0.587
29, 73, 0.723, 0.598
29, 74, 0.734, 0.603
29, 75, 0.745, 0.614
29, 76, 0.755, 0.625
29, 77, 0.761, 0.636
29, 78, 0.772, 0.647
29, 79, 0.783, 0.652
29, 80, 0.793, 0.663
29, 81, 0.804, 0.674
29, 82, 0.81, 0.685
29, 83, 0.821, 0.696
29, 84, 0.832, 0.707
29, 85, 0.837, 0.712
29, 86, 0.848, 0.723
29, 87, 0.859, 0.734
29, 88, 0.87, 0.745
29, 89, 0.88, 0.75
29, 90, 0.891, 0.761
29, 91, 0.897, 0.772
29, 92, 0.908, 0.783
29, 93, 0.918, 0.788
29, 94, 0.929, 0.799
29, 95, 0.935, 0.81
29, 96, 0.946, 0.821
29, 97, 0.957, 0.826
29, 98, 0.967, 0.837
29, 99, 0.973, 0.848
30, 0, 0.0, 0.0
30, 2, 0.0, 0.0
30, 3, 0.0, 0.0
30, 4, 0.0, 0.0
30, 5, 0.0, 0.0
30, 6, 0.0, 0.0
30, 7, 0.0, 0.0
30, 8, 0.0, 0.0
30, 9, 0.0, 0.0
30, 10, 0.0, 0.0
30, 11, 0.0, 0.0
30, 12, 0.0, 0.0
30, 13, 0.0, 0.0
30, 14, 0.0, 0.0
30, 15, 0.0, 0.0
30, 16, 0.202, 0.0
30, 17, 0.202, 0.0
30, 18, 0.202, 0.0
30, 19, 0.202, 0.0
30, 20, 0.202, 0.0
30, 21, 0.202, 0.0
30, 22, 0.202, 0.202
30, 23, 0.202, 0.202
30, 24, 0.265, 0.202
30, 25, 0.265, 0.202
30, 26, 0.265, 0.202
30, 27, 0.265, 0.202
30, 28, 0.301, 0.202
30, 29, 0.301, 0.202
30, 30, 0.301, 0.265
30, 31, 0.326, 0.265
30, 32, 0.326, 0.265
30, 33, 0.347, 0.265
30, 34, 0.347, 0.301
30, 35, 0.362, 0.301
30, 36, 0.362, 0.301
30, 37, 0.377, 0.326
30, 38, 0.389, 0.326
30, 39, 0.389, 0.326
30, 40, 0.398, 0.347
30, 41, 0.408, 0.347
30, 42, 0.418, 0.362
30, 43, 0.432, 0.377
30, 44, 0.439, 0.377
30, 45, 0.444, 0.389
30, 46, 0.456, 0.398
30, 47, 0.466, 0.408
30, 48, 0.476, 0.418
30, 49, 0.483, 0.425
30, 50, 0.49, 0.439
30, 51, 0.5, 0.444
30, 52, 0.516, 0.456
30, 53, 0.527, 0.456
30, 54, 0.538, 0.461
30, 55, 0.549, 0.466
30, 56, 0.56, 0.471
30, 57, 0.571, 0.476
30, 58, 0.576, 0.478
30, 59, 0.587, 0.483
30, 60, 0.598, 0.49
30, 61, 0.603, 0.495
30, 62, 0.614, 0.498
30, 63, 0.625, 0.5
30, 64, 0.636, 0.516
30, 65, 0.647, 0.522
30, 66, 0.652, 0.533
30, 67, 0.663, 0.549
30, 68, 0.674, 0.554
30, 69, 0.685, 0.565
30, 70, 0.696, 0.571
30, 71, 0.701, 0.582
30, 72, 0.712, 0.592
30, 73, 0.723, 0.603
30, 74, 0.734, 0.614
30, 75, 0.739, 0.62
30, 76, 0.75, 0.636
30, 77, 0.761, 0.641
30, 78, 0.772, 0.652
30, 79, 0.777, 0.663
30, 80, 0.788, 0.668
30, 81, 0.799, 0.679
30, 82, 0.81, 0.69
30, 83, 0.821, 0.701
30, 84, 0.826, 0.712
30, 85, 0.837, 0.717
30, 86, 0.848, 0.728
30, 87, 0.859, 0.739
30, 88, 0.87, 0.75
30, 89, 0.875, 0.755
30, 90, 0.886, 0.766
30, 91, 0.897, 0.777
30, 92, 0.908, 0.788
30, 93, 0.918, 0.799
30, 94, 0.924, 0.804
30, 95, 0.935, 0.815
30, 96, 0.946, 0.826
30, 97, 0.957, 0.837
30, 98, 0.962, 0.842
30, 99, 0.973, 0.853
31, 0, 0.0, 0.0
31, 2, 0.0, 0.0
31, 3, 0.0, 0.0
31, 4, 0.0, 0.0
31, 5, 0.0, 0.0
31, 6, 0.0, 0.0
31, 7, 0.0, 0.0
31, 8, 0.0, 0.0
31, 9, 0.0, 0.0
31, 10, 0.0, 0.0
31, 11, 0.0, 0.0
31, 12, 0.0, 0.0
31, 13, 0.0, 0.0
31, 14, 0.0, 0.0
31, 15, 0.0, 0.0
31, 16, 0.202, 0.0
31, 17, 0.202, 0.0
31, 18, 0.202, 0.0
31, 19, 0.202, 0.0
31, 20, 0.202, 0.0
31, 21, 0.202, 0.0
31, 22, 0.202, 0.202
31, 23, 0.202, 0.202
31, 24, 0.265, 0.202
31, 25, 0.265, 0.202
31, 26, 0.265, 0.202
31, 27, 0.265, 0.202
31, 28, 0.301, 0.202
31, 29, 0.301, 0.202
31, 30, 0.301, 0.265
31, 31, 0.326, 0.265
31, 32, 0.326, 0.265
31, 33, 0.326, 0.265
31, 34, 0.347, 0.301
31, 35, 0.362, 0.301
31, 36, 0.362, 0.301
31, 37, 0.377, 0.326
31, 38, 0.389, 0.326
31, 39, 0.389, 0.347
31, 40, 0.398, 0.347
31, 41, 0.408, 0.362
31, 42, 0.418, 0.362
31, 43, 0.425, 0.377
31, 44, 0.439, 0.389
31, 45, 0.444, 0.389
31, 46, 0.456, 0.398
31, 47, 0.461, 0.408
31, 48, 0.471, 0.418
31, 49, 0.478, 0.432
31, 50, 0.49, 0.439
31, 51, 0.498, 0.444
31, 52, 0.516, 0.456
31, 53, 0.527, 0.461
31, 54, 0.533, 0.466
31, 55, 0.549, 0.471
31, 56, 0.56, 0.476
31, 57, 0.565, 0.478
31, 58, 0.571, 0.483
31, 59, 0.582, 0.488
31, 60, 0.598, 0.49
31, 61, 0.603, 0.498
31, 62, 0.614, 0.5
31, 63, 0.62, 0.511
31, 64, 0.636, 0.522
31, 65, 0.647, 0.527
31, 66, 0.652, 0.538
31, 67, 0.663, 0.554
31, 68, 0.674, 0.56
31, 69, 0.685, 0.571
31, 70, 0.69, 0.576
31, 71, 0.701, 0.587
31, 72, 0.712, 0.598
31, 73, 0.723, 0.609
31, 74, 0.734, 0.62
31, 75, 0.739, 0.625
31, 76, 0.75, 0.636
31, 77, 0.761, 0.647
31, 78, 0.766, 0.652
31, 79, 0.777, 0.668
31, 80, 0.788, 0.679
31, 81, 0.799, 0.685
31, 82, 0.81, 0.696
31, 83, 0.815, 0.707
31, 84, 0.826, 0.717
31, 85, 0.837, 0.723
31, 86, 0.848, 0.734
31, 87, 0.859, 0.745
31, 88, 0.864, 0.755
31, 89, 0.875, 0.761
31, 90, 0.886, 0.772
31, 91, 0.897, 0.783
31, 92, 0.902, 0.793
31, 93, 0.913, 0.799
31, 94, 0.924, 0.81
31, 95, 0.935, 0.821
31, 96, 0.946, 0.832
31, 97, 0.951, 0.842
31, 98, 0.962, 0.848
31, 99, 0.973, 0.859
32, 0, 0.0, 0.0
32, 2, 0.0, 0.0
32, 3, 0.0, 0.0
32, 4, 0.0, 0.0
32, 5, 0.0, 0.0
32, 6, 0.0, 0.0
32, 7, 0.0, 0.0
32, 8, 0.0, 0.0
32, 9, 0.0, 0.0
32, 10, 0.0, 0.0
32, 11, 0.0, 0.0
32, 12, 0.0, 0.0
32, 13, 0.0, 0.0
32, 14, 0.0, 0.0
32, 15, 0.0, 0.0
32, 16, 0.202, 0.0
32, 17, 0.202, 0.0
32, 18, 0.202, 0.0
32, 19, 0.202, 0.0
32, 20, 0.202, 0.0
32, 21, 0.202, 0.0
32, 22, 0.202, 0.202
32, 23, 0.202, 0.202
32, 24, 0.265, 0.202
32, 25, 0.265, 0.202
32, 26, 0.265, 0.202
32, 27, 0.265, 0.202
32, 28, 0.301, 0.202
32, 29, 0.301, 0.265
32, 30, 0.301, 0.265
32, 31, 0.326, 0.265
32, 32, 0.326, 0.265
32, 33, 0.326, 0.265
32, 34, 0.347, 0.301
32, 35, 0.347, 0.301
32, 36, 0.362, 0.301
32, 37, 0.377, 0.326
32, 38, 0.377, 0.326
32, 39, 0.389, 0.347
32, 40, 0.398, 0.347
32, 41, 0.408, 0.362
32, 42, 0.418, 0.362
32, 43, 0.425, 0.377
32, 44, 0.439, 0.389
32, 45, 0.444, 0.398
32, 46, 0.456, 0.408
32, 47, 0.461, 0.418
32, 48, 0.471, 0.425
32, 49, 0.478, 0.432
32, 50, 0.49, 0.439
32, 51, 0.498, 0.452
32, 52, 0.516, 0.461
32, 53, 0.522, 0.461
32, 54, 0.533, 0.466
32, 55, 0.549, 0.471
32, 56, 0.554, 0.476
32, 57, 0.565, 0.478
32, 58, 0.571, 0.488
32, 59, 0.582, 0.49
32, 60, 0.592, 0.495
32, 61, 0.603, 0.498
32, 62, 0.614, 0.511
32, 63, 0.62, 0.516
32, 64, 0.63, 0.522
32, 65, 0.641, 0.533
32, 66, 0.652, 0.549
32, 67, 0.663, 0.56
32, 68, 0.668, 0.565
32, 69, 0.679, 0.571
32, 70, 0.69, 0.582
32, 71, 0.701, 0.592
32, 72, 0.712, 0.603
32, 73, 0.717, 0.614
32, 74, 0.728, 0.62
32, 75, 0.739, 0.636
32, 76, 0.75, 0.647
32, 77, 0.755, 0.652
32, 78, 0.766, 0.663
32, 79, 0.777, 0.668
32, 80, 0.788, 0.685
32, 81, 0.799, 0.69
32, 82, 0.804, 0.701
32, 83, 0.815, 0.712
32, 84, 0.826, 0.717
32, 85, 0.837, 0.728
32, 86, 0.842, 0.739
32, 87, 0.853, 0.75
32, 88, 0.864, 0.761
32, 89, 0.875, 0.766
32, 90, 0.886, 0.777
32, 91, 0.891, 0.788
32, 92, 0.902, 0.799
32, 93, 0.913, 0.804
32, 94, 0.924, 0.815
32, 95, 0.929, 0.826
32, 96, 0.94, 0.837
32, 97, 0.951, 0.842
32, 98, 0.962, 0.859
32, 99, 0.973, 0.864
33, 0, 0.0, 0.0
33, 2, 0.0, 0.0
33, 3, 0.0, 0.0
33, 4, 0.0, 0.0
33, 5, 0.0, 0.0
33, 6, 0.0, 0.0
33, 7, 0.0, 0.0
33, 8, 0.0, 0.0
33, 9, 0.0, 0.0
33, 10, 0.0, 0.0
33, 11, 0.0, 0.0
33, 12, 0.0, 0.0
33, 13, 0.0, 0.0
33, 14, 0.0, 0.0
33, 15, 0.0, 0.0
33, 16, 0.202, 0.0
33, 17, 0.202, 0.0
33, 18, 0.202, 0.0
33, 19, 0.202, 0.0
33, 20, 0.202, 0.0
33, 21, 0.202, 0.0
33, 22, 0.202, 0.202
33, 23, 0.202, 0.202
33, 24, 0.265, 0.202
33, 25, 0.265, 0.202
33, 26, 0.265, 0.202
33, 27, 0.265, 0.202
33, 28, 0.301, 0.202
33, 29, 0.301, 0.265
33, 30, 0.301, 0.265
33, 31, 0.326, 0.265
33, 32, 0.326, 0.265
33, 33, 0.326, 0.301
33, 34, 0.347, 0.301
33, 35, 0.347, 0.301
33, 36, 0.362, 0.326
33, 37, 0.377, 0.326
33, 38, 0.377, 0.326
33, 39, 0.389, 0.347
33, 40, 0.398, 0.347
33, 41, 0.408, 0.362
33, 42, 0.418, 0.377
33, 43, 0.425, 0.377
33, 44, 0.439, 0.389
33, 45, 0.444, 0.398
33, 46, 0.452, 0.408
33, 47, 0.461, 0.418
33, 48, 0.471, 0.425
33, 49, 0.478, 0.432
33, 50, 0.488, 0.444
33, 51, 0.498, 0.452
33, 52, 0.516, 0.461
33, 53, 0.522, 0.466
33, 54, 0.533, 0.471
33, 55, 0.538, 0.476
33, 56, 0.554, 0.478
33, 57, 0.565, 0.483
33, 58, 0.571, 0.488
33, 59, 0.582, 0.49
33, 60, 0.592, 0.498
33, 61, 0.603, 0.5
33, 62, 0.609, 0.511
33, 63, 0.62, 0.522
33, 64, 0.63, 0.527
33, 65, 0.641, 0.538
33, 66, 0.652, 0.554
33, 67, 0.658, 0.56
33, 68, 0.668, 0.571
33, 69, 0.679, 0.576
33, 70, 0.69, 0.587
33, 71, 0.701, 0.603
33, 72, 0.707, 0.609
33, 73, 0.717, 0.62
33, 74, 0.728, 0.625
33, 75, 0.734, 0.636
33, 76, 0.745, 0.647
33, 77, 0.755, 0.658
33, 78, 0.766, 0.668
33, 79, 0.777, 0.679
33, 80, 0.783, 0.685
33, 81, 0.793, 0.696
33, 82, 0.804, 0.707
33, 83, 0.815, 0.717
33, 84, 0.821, 0.723
33, 85, 0.832, 0.734
33, 86, 0.842, 0.745
33, 87, 0.853, 0.755
33, 88, 0.864, 0.761
33, 89, 0.87, 0.772
33, 90, 0.88, 0.783
33, 91, 0.891, 0.793
33, 92, 0.902, 0.804
33, 93, 0.908, 0.81
33, 94, 0.918, 0.821
33, 95, 0.929, 0.832
33, 96, 0.94, 0.842
33, 97, 0.951, 0.853
33, 98, 0.957, 0.859
33, 99, 0.967, 0.87
34, 0, 0.0, 0.0
34, 2, 0.0, 0.0
34, 3, 0.0, 0.0
34, 4, 0.0, 0.0
34, 5, 0.0, 0.0
34, 6, 0.0, 0.0
34, 7, 0.0, 0.0
34, 8, 0.0, 0.0
34, 9, 0.0, 0.0
34, 10, 0.0, 0.0
34, 11, 0.0, 0.0
34, 12, 0.0, 0.0
34, 13, 0.0, 0.0
34, 14, 0.0, 0.0
34, 15, 0.0, 0.0
34, 16, 0.202, 0.0
34, 17, 0.202, 0.0
34, 18, 0.202, 0.0
34, 19, 0.202, 0.0
34, 20, 0.202, 0.0
34, 21, 0.202, 0.202
34, 22, 0.202, 0.202
34, 23, 0.202, 0.202
34, 24, 0.265, 0.202
34, 25, 0.265, 0.202
34, 26, 0.265, 0.202
34, 27, 0.265, 0.202
34, 28, 0.301, 0.202
34, 29, 0.301, 0.265
34, 30, 0.301, 0.265
34, 31, 0.326, 0.265
34, 32, 0.326, 0.265
34, 33, 0.326, 0.301
34, 34, 0.347, 0.301
34, 35, 0.347, 0.301
34, 36, 0.362, 0.326
34, 37, 0.377, 0.326
34, 38, 0.377, 0.326
34, 39, 0.389, 0.347
34, 40, 0.398, 0.362
